cardnumber,name,cardtype,setfolder,imgname,set,entrancecost,handcost,symbol,combath,supporth,combati,supporti,attribute,effect,jutsucost,rarity,flavor
N583,N583,Ninja,set_13_fateful_reunion,n583.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N584,N584,Ninja,set_13_fateful_reunion,n584.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N585,N585,Ninja,set_13_fateful_reunion,n585.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N586,N586,Ninja,set_13_fateful_reunion,n586.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N587,N587,Ninja,set_13_fateful_reunion,n587.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N588,N588,Ninja,set_13_fateful_reunion,n588.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
N589,N589,Ninja,set_13_fateful_reunion,n589.webp,Set 13 Fateful Reunion,0,0,['Fire'],,,,,,,,Common,
J496,J496,Jutsu,set_14_emerging_alliance,j496.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J497,J497,Jutsu,set_14_emerging_alliance,j497.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J498,J498,Jutsu,set_14_emerging_alliance,j498.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J499,J499,Jutsu,set_14_emerging_alliance,j499.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J500,J500,Jutsu,set_14_emerging_alliance,j500.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J501,J501,Jutsu,set_14_emerging_alliance,j501.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J502,J502,Jutsu,set_14_emerging_alliance,j502.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J503,J503,Jutsu,set_14_emerging_alliance,j503.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J504,J504,Jutsu,set_14_emerging_alliance,j504.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J505,J505,Jutsu,set_14_emerging_alliance,j505.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J506,J506,Jutsu,set_14_emerging_alliance,j506.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J507,J507,Jutsu,set_14_emerging_alliance,j507.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J508,J508,Jutsu,set_14_emerging_alliance,j508.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J509,J509,Jutsu,set_14_emerging_alliance,j509.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J510,J510,Jutsu,set_14_emerging_alliance,j510.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J511,J511,Jutsu,set_14_emerging_alliance,j511.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J512,J512,Jutsu,set_14_emerging_alliance,j512.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J513E,J513E,Jutsu,set_14_emerging_alliance,j513e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J514,J514,Jutsu,set_14_emerging_alliance,j514.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J515,J515,Jutsu,set_14_emerging_alliance,j515.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J516,J516,Jutsu,set_14_emerging_alliance,j516.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J517,J517,Jutsu,set_14_emerging_alliance,j517.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J518,J518,Jutsu,set_14_emerging_alliance,j518.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J519,J519,Jutsu,set_14_emerging_alliance,j519.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J520,J520,Jutsu,set_14_emerging_alliance,j520.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J521E,J521E,Jutsu,set_14_emerging_alliance,j521e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J522,J522,Jutsu,set_14_emerging_alliance,j522.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J523,J523,Jutsu,set_14_emerging_alliance,j523.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J524,J524,Jutsu,set_14_emerging_alliance,j524.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J525,J525,Jutsu,set_14_emerging_alliance,j525.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J526,J526,Jutsu,set_14_emerging_alliance,j526.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J527,J527,Jutsu,set_14_emerging_alliance,j527.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J528,J528,Jutsu,set_14_emerging_alliance,j528.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J529,J529,Jutsu,set_14_emerging_alliance,j529.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J530,J530,Jutsu,set_14_emerging_alliance,j530.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J531,J531,Jutsu,set_14_emerging_alliance,j531.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J532,J532,Jutsu,set_14_emerging_alliance,j532.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J533,J533,Jutsu,set_14_emerging_alliance,j533.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J534,J534,Jutsu,set_14_emerging_alliance,j534.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J535,J535,Jutsu,set_14_emerging_alliance,j535.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J536,J536,Jutsu,set_14_emerging_alliance,j536.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J537,J537,Jutsu,set_14_emerging_alliance,j537.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J538,J538,Jutsu,set_14_emerging_alliance,j538.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J539,J539,Jutsu,set_14_emerging_alliance,j539.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
J540,J540,Jutsu,set_14_emerging_alliance,j540.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M455,M455,Mission,set_14_emerging_alliance,m455.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M456,M456,Mission,set_14_emerging_alliance,m456.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M457,M457,Mission,set_14_emerging_alliance,m457.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M458,M458,Mission,set_14_emerging_alliance,m458.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M459,M459,Mission,set_14_emerging_alliance,m459.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M460,M460,Mission,set_14_emerging_alliance,m460.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M461,M461,Mission,set_14_emerging_alliance,m461.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M462,M462,Mission,set_14_emerging_alliance,m462.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M463,M463,Mission,set_14_emerging_alliance,m463.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M464,M464,Mission,set_14_emerging_alliance,m464.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M465,M465,Mission,set_14_emerging_alliance,m465.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M466,M466,Mission,set_14_emerging_alliance,m466.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M467,M467,Mission,set_14_emerging_alliance,m467.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M468,M468,Mission,set_14_emerging_alliance,m468.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M469,M469,Mission,set_14_emerging_alliance,m469.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M470,M470,Mission,set_14_emerging_alliance,m470.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M471,M471,Mission,set_14_emerging_alliance,m471.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M472,M472,Mission,set_14_emerging_alliance,m472.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M473,M473,Mission,set_14_emerging_alliance,m473.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M474,M474,Mission,set_14_emerging_alliance,m474.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M475,M475,Mission,set_14_emerging_alliance,m475.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M476,M476,Mission,set_14_emerging_alliance,m476.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M477,M477,Mission,set_14_emerging_alliance,m477.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M478,M478,Mission,set_14_emerging_alliance,m478.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M479,M479,Mission,set_14_emerging_alliance,m479.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M480,M480,Mission,set_14_emerging_alliance,m480.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M481,M481,Mission,set_14_emerging_alliance,m481.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M482,M482,Mission,set_14_emerging_alliance,m482.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M483,M483,Mission,set_14_emerging_alliance,m483.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M484,M484,Mission,set_14_emerging_alliance,m484.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M485,M485,Mission,set_14_emerging_alliance,m485.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M486E,M486E,Mission,set_14_emerging_alliance,m486e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M487,M487,Mission,set_14_emerging_alliance,m487.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M488,M488,Mission,set_14_emerging_alliance,m488.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M489,M489,Mission,set_14_emerging_alliance,m489.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M490,M490,Mission,set_14_emerging_alliance,m490.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M491,M491,Mission,set_14_emerging_alliance,m491.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M492,M492,Mission,set_14_emerging_alliance,m492.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M493,M493,Mission,set_14_emerging_alliance,m493.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M494,M494,Mission,set_14_emerging_alliance,m494.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M495,M495,Mission,set_14_emerging_alliance,m495.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M496,M496,Mission,set_14_emerging_alliance,m496.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M497,M497,Mission,set_14_emerging_alliance,m497.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M498,M498,Mission,set_14_emerging_alliance,m498.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
M499,M499,Mission,set_14_emerging_alliance,m499.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N590,N590,Ninja,set_14_emerging_alliance,n590.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N591,N591,Ninja,set_14_emerging_alliance,n591.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N592,N592,Ninja,set_14_emerging_alliance,n592.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N593,N593,Ninja,set_14_emerging_alliance,n593.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N594,N594,Ninja,set_14_emerging_alliance,n594.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N595,N595,Ninja,set_14_emerging_alliance,n595.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N596,N596,Ninja,set_14_emerging_alliance,n596.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N597,N597,Ninja,set_14_emerging_alliance,n597.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N598,N598,Ninja,set_14_emerging_alliance,n598.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N599,N599,Ninja,set_14_emerging_alliance,n599.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N600,N600,Ninja,set_14_emerging_alliance,n600.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N601,N601,Ninja,set_14_emerging_alliance,n601.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N602,N602,Ninja,set_14_emerging_alliance,n602.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N603,N603,Ninja,set_14_emerging_alliance,n603.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N604,N604,Ninja,set_14_emerging_alliance,n604.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N605,N605,Ninja,set_14_emerging_alliance,n605.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N606,N606,Ninja,set_14_emerging_alliance,n606.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N607,N607,Ninja,set_14_emerging_alliance,n607.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N608,N608,Ninja,set_14_emerging_alliance,n608.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N609,N609,Ninja,set_14_emerging_alliance,n609.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N610,N610,Ninja,set_14_emerging_alliance,n610.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N611,N611,Ninja,set_14_emerging_alliance,n611.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N612,N612,Ninja,set_14_emerging_alliance,n612.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N613,N613,Ninja,set_14_emerging_alliance,n613.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N614,N614,Ninja,set_14_emerging_alliance,n614.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N615,N615,Ninja,set_14_emerging_alliance,n615.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N616,N616,Ninja,set_14_emerging_alliance,n616.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N617,N617,Ninja,set_14_emerging_alliance,n617.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N618,N618,Ninja,set_14_emerging_alliance,n618.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N619E,N619E,Ninja,set_14_emerging_alliance,n619e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N620,N620,Ninja,set_14_emerging_alliance,n620.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N621,N621,Ninja,set_14_emerging_alliance,n621.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N622E,N622E,Ninja,set_14_emerging_alliance,n622e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N623,N623,Ninja,set_14_emerging_alliance,n623.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N624,N624,Ninja,set_14_emerging_alliance,n624.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N625,N625,Ninja,set_14_emerging_alliance,n625.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N626,N626,Ninja,set_14_emerging_alliance,n626.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N627,N627,Ninja,set_14_emerging_alliance,n627.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N628,N628,Ninja,set_14_emerging_alliance,n628.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N629,N629,Ninja,set_14_emerging_alliance,n629.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N630,N630,Ninja,set_14_emerging_alliance,n630.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N631,N631,Ninja,set_14_emerging_alliance,n631.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N632,N632,Ninja,set_14_emerging_alliance,n632.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N633,N633,Ninja,set_14_emerging_alliance,n633.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N634,N634,Ninja,set_14_emerging_alliance,n634.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N635,N635,Ninja,set_14_emerging_alliance,n635.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N636,N636,Ninja,set_14_emerging_alliance,n636.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N637,N637,Ninja,set_14_emerging_alliance,n637.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N638,N638,Ninja,set_14_emerging_alliance,n638.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N639,N639,Ninja,set_14_emerging_alliance,n639.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N640E,N640E,Ninja,set_14_emerging_alliance,n640e.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N641,N641,Ninja,set_14_emerging_alliance,n641.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N642,N642,Ninja,set_14_emerging_alliance,n642.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N643,N643,Ninja,set_14_emerging_alliance,n643.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
N644,N644,Ninja,set_14_emerging_alliance,n644.webp,Set 14 Emerging Alliance,0,0,['Fire'],,,,,,,,Common,
C032,C032,Client,set_15_fortold_prophecy,c032.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
C049,C049,Client,set_15_fortold_prophecy,c049.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
C050,C050,Client,set_15_fortold_prophecy,c050.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
C051,C051,Client,set_15_fortold_prophecy,c051.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J032,J032,Jutsu,set_15_fortold_prophecy,j032.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J067,J067,Jutsu,set_15_fortold_prophecy,j067.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J332,J332,Jutsu,set_15_fortold_prophecy,j332.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J386,J386,Jutsu,set_15_fortold_prophecy,j386.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J437,J437,Jutsu,set_15_fortold_prophecy,j437.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J537,J537,Jutsu,set_15_fortold_prophecy,j537.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J538,J538,Jutsu,set_15_fortold_prophecy,j538.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J541,J541,Jutsu,set_15_fortold_prophecy,j541.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J542,J542,Jutsu,set_15_fortold_prophecy,j542.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J543,J543,Jutsu,set_15_fortold_prophecy,j543.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J544E,J544E,Jutsu,set_15_fortold_prophecy,j544e.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J545,J545,Jutsu,set_15_fortold_prophecy,j545.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J546,J546,Jutsu,set_15_fortold_prophecy,j546.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J547E,J547E,Jutsu,set_15_fortold_prophecy,j547e.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J548,J548,Jutsu,set_15_fortold_prophecy,j548.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J549E,J549E,Jutsu,set_15_fortold_prophecy,j549e.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J550,J550,Jutsu,set_15_fortold_prophecy,j550.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J551,J551,Jutsu,set_15_fortold_prophecy,j551.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J552,J552,Jutsu,set_15_fortold_prophecy,j552.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J553,J553,Jutsu,set_15_fortold_prophecy,j553.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J554,J554,Jutsu,set_15_fortold_prophecy,j554.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J555,J555,Jutsu,set_15_fortold_prophecy,j555.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J556,J556,Jutsu,set_15_fortold_prophecy,j556.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J557,J557,Jutsu,set_15_fortold_prophecy,j557.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J558,J558,Jutsu,set_15_fortold_prophecy,j558.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J559,J559,Jutsu,set_15_fortold_prophecy,j559.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J560,J560,Jutsu,set_15_fortold_prophecy,j560.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J561,J561,Jutsu,set_15_fortold_prophecy,j561.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J562,J562,Jutsu,set_15_fortold_prophecy,j562.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J563,J563,Jutsu,set_15_fortold_prophecy,j563.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J564,J564,Jutsu,set_15_fortold_prophecy,j564.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J565,J565,Jutsu,set_15_fortold_prophecy,j565.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J566,J566,Jutsu,set_15_fortold_prophecy,j566.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J567,J567,Jutsu,set_15_fortold_prophecy,j567.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J568E,J568E,Jutsu,set_15_fortold_prophecy,j568e.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J569,J569,Jutsu,set_15_fortold_prophecy,j569.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J570,J570,Jutsu,set_15_fortold_prophecy,j570.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J571,J571,Jutsu,set_15_fortold_prophecy,j571.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J572,J572,Jutsu,set_15_fortold_prophecy,j572.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J573,J573,Jutsu,set_15_fortold_prophecy,j573.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J574,J574,Jutsu,set_15_fortold_prophecy,j574.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J575,J575,Jutsu,set_15_fortold_prophecy,j575.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J576,J576,Jutsu,set_15_fortold_prophecy,j576.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J577,J577,Jutsu,set_15_fortold_prophecy,j577.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J578,J578,Jutsu,set_15_fortold_prophecy,j578.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J579,J579,Jutsu,set_15_fortold_prophecy,j579.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J580,J580,Jutsu,set_15_fortold_prophecy,j580.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J581,J581,Jutsu,set_15_fortold_prophecy,j581.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J582,J582,Jutsu,set_15_fortold_prophecy,j582.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J583,J583,Jutsu,set_15_fortold_prophecy,j583.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J584,J584,Jutsu,set_15_fortold_prophecy,j584.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J585,J585,Jutsu,set_15_fortold_prophecy,j585.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J586,J586,Jutsu,set_15_fortold_prophecy,j586.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J587,J587,Jutsu,set_15_fortold_prophecy,j587.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J588,J588,Jutsu,set_15_fortold_prophecy,j588.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J589,J589,Jutsu,set_15_fortold_prophecy,j589.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J590,J590,Jutsu,set_15_fortold_prophecy,j590.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
J591,J591,Jutsu,set_15_fortold_prophecy,j591.webp,Set 15 Fortold Prophecy,0,0,['Fire'],,,,,,,,Common,
